"PC1" "PC2" "PC3" "Population" "Superpopulation"
"NA19771" -51.2461087792818 22.9622682097893 62.7750882725014 "MXL" "AMR"
"NA19773" -47.644085811228 39.8767641681428 50.8703496348445 "MXL" "AMR"
"NA19774" -46.9012887641717 25.099038494082 59.5633218003488 "MXL" "AMR"
"NA19776" -39.9538174771733 24.4696151828312 57.0969311991916 "MXL" "AMR"
"NA19777" -41.4816115249267 28.2737775778481 54.7723208567622 "MXL" "AMR"
"NA19779" -42.3072873790411 48.6401537171357 44.8922119748072 "MXL" "AMR"
"NA19780" -45.1713581999652 43.4500369220049 51.0988322867589 "MXL" "AMR"
"NA19782" -45.7810037589718 26.2152663985229 57.2519322160909 "MXL" "AMR"
"NA19783" -69.2849176975582 -1.5727552301409 81.9699505031971 "MXL" "AMR"
"NA19785" -59.3052577465172 -0.329715904416991 77.3496557498826 "MXL" "AMR"
"NA19786" -57.0751134173358 12.8786651346108 69.2369132765185 "MXL" "AMR"
"NA19788" -57.1521486924517 4.59602740523631 70.4848654231165 "MXL" "AMR"
"NA19789" -45.1335042650949 26.1219906555614 52.9284916955432 "MXL" "AMR"
"NA19792" -40.4513170859699 44.8413162567228 45.1426489266223 "MXL" "AMR"
"NA19794" -43.7205198707166 50.191079062439 45.9788334375951 "MXL" "AMR"
"NA19795" -46.7506881779382 24.0011464054143 61.4685211063074 "MXL" "AMR"
"NA19818" 105.983258554415 6.02360938655661 4.9406954039413 "ASW" "AFR"
"NA19819" 105.590750643612 6.37117183849638 5.73073044169082 "ASW" "AFR"
"NA19834" 116.649263489368 3.93393253547768 4.26237015229603 "ASW" "AFR"
"NA19835" 130.333168763574 -9.17393959032677 2.47494519429055 "ASW" "AFR"
"NA19900" 129.762289172704 -6.71550097939604 1.16082531635255 "ASW" "AFR"
"NA19901" 146.098785067255 -15.9828317948572 2.84855854663626 "ASW" "AFR"
"NA19904" 126.580368434872 -4.47808020546552 4.30276694675046 "ASW" "AFR"
"NA19908" 142.568024065091 -13.1540086897107 3.09591547419348 "ASW" "AFR"
"NA19909" 138.072534626757 -13.9457968239271 3.25973002251189 "ASW" "AFR"
"NA19913" 131.038101568475 -10.2011171487698 3.33934145287014 "ASW" "AFR"
"NA19914" 104.907323307882 7.77016506947684 5.51503050484061 "ASW" "AFR"
"NA19916" 141.080487998963 -14.2431377898008 1.14382801482512 "ASW" "AFR"
"NA19917" 145.639864631455 -16.0536450681842 2.08453748141768 "ASW" "AFR"
"NA19920" 148.209294236131 -15.5392219768607 4.20923418111565 "ASW" "AFR"
"NA19921" 71.8014986242315 10.1837661041402 15.136912918818 "ASW" "AFR"
"NA19922" 102.837111954211 10.3806727616501 7.50291603035158 "ASW" "AFR"
"NA19923" 86.8518607630678 19.6052200203133 5.52978185036008 "ASW" "AFR"
"NA19982" 138.761564334134 -12.5768016186086 2.71251357862303 "ASW" "AFR"
"NA19984" 138.482016561521 -12.1904899153477 0.229824271540694 "ASW" "AFR"
"NA20126" 103.546663096481 6.5748124128185 6.41391013807738 "ASW" "AFR"
"NA20127" 145.714433917747 -17.2948064298193 3.02660700868284 "ASW" "AFR"
"NA20274" 0.919976921228329 -6.9363923812066 50.4413084421723 "ASW" "AFR"
"NA20276" 126.771932391269 -5.47269775590904 2.34696213770575 "ASW" "AFR"
"NA20278" 61.5879041292971 35.5223433647499 10.869419746238 "ASW" "AFR"
"NA20281" 132.365503055109 -7.6577389412943 2.99458317627687 "ASW" "AFR"
"NA20282" 111.351082773522 4.55130840525217 6.53497288888464 "ASW" "AFR"
"NA20287" 130.811729435613 -6.52495413325927 3.67545259147984 "ASW" "AFR"
"NA20289" 120.627235902006 -1.11607930874736 2.07966305164018 "ASW" "AFR"
"NA20291" 160.218002362703 -23.3318680717451 -0.00255288258716807 "ASW" "AFR"
"NA20294" 136.306173444932 -9.10392089895757 1.81971069896216 "ASW" "AFR"
"NA20296" 117.679796727052 -1.48387912025082 4.87974003821435 "ASW" "AFR"
"NA20298" 151.266978794301 -19.4194970277151 2.26938351458038 "ASW" "AFR"
"NA20299" 26.7474449734106 -16.9456803775368 44.2013862435965 "ASW" "AFR"
"NA20314" -69.7786944900485 5.63709861006421 69.4261099556053 "ASW" "AFR"
"NA20317" 108.049815968555 9.25379561954125 7.33115622191702 "ASW" "AFR"
"NA20318" 106.074014739964 1.54089594368519 10.9812901445995 "ASW" "AFR"
"NA20320" 142.707907889936 -16.4036824055551 1.84344739746619 "ASW" "AFR"
"NA20321" 122.936276273794 -1.06302283752925 5.07068659959083 "ASW" "AFR"
"NA20332" 122.336813942049 -1.69009256189301 4.94788012053137 "ASW" "AFR"
"NA20334" 91.2093178417998 16.2895134370509 5.87821864840707 "ASW" "AFR"
"NA20339" 137.467869568243 -18.2637457633978 5.12399779144757 "ASW" "AFR"
"NA20340" 134.196471924672 -8.64156182293036 2.95863090049975 "ASW" "AFR"
"NA20342" 82.5481686227654 18.9837965231725 7.98963627934566 "ASW" "AFR"
"NA20346" 128.226451744545 -9.44414421735848 4.53835464896075 "ASW" "AFR"
"NA20348" 132.56244840929 -7.98354560167395 3.21675909930746 "ASW" "AFR"
"NA20351" 97.3350186181562 12.2292958447074 7.5477511135976 "ASW" "AFR"
"NA20355" 126.533019271369 -4.88238580231018 2.36123974597795 "ASW" "AFR"
"NA20356" 138.953743342621 -10.1953807835712 1.82126466120387 "ASW" "AFR"
"NA20357" 142.94329496742 -15.1898979563112 1.61848253382363 "ASW" "AFR"
"NA20359" 117.727219315874 -1.01969813019398 6.01274526531107 "ASW" "AFR"
"NA20362" 117.786400352928 0.0406241963692845 6.19479960656512 "ASW" "AFR"
"NA20412" 115.754932146573 -3.05939872902045 8.18145200320928 "ASW" "AFR"
"NA20502" -35.9533273031983 94.384191746932 13.0458962349764 "TSI" "EUR"
"NA20503" -35.2352707520533 95.1525858039611 15.6501166215574 "TSI" "EUR"
"NA20504" -37.3256531737931 92.3012742076398 14.0335421953582 "TSI" "EUR"
"NA20505" -33.8292611857472 95.5538345388044 16.4105685317382 "TSI" "EUR"
"NA20506" -37.2168709685371 93.5666799521418 14.3341784097228 "TSI" "EUR"
"NA20507" -35.0826788256569 94.9505940001592 12.8040340407124 "TSI" "EUR"
"NA20508" -35.0969858430924 93.6398561951523 13.6929400526 "TSI" "EUR"
"NA20509" -35.5791264228833 94.63758948731 14.604700629779 "TSI" "EUR"
"NA20510" -35.9078197943938 93.9066881438068 14.5981799466635 "TSI" "EUR"
"NA20511" -36.9689633288114 93.0555940777166 13.6731948577393 "TSI" "EUR"
"NA20512" -36.1794354420245 93.7565573958011 15.8320934967305 "TSI" "EUR"
"NA20513" -36.6514317934256 93.6556462579797 16.0291692574375 "TSI" "EUR"
"NA20514" -35.4899877318072 93.8486690058193 12.7201137223602 "TSI" "EUR"
"NA20515" -37.8063925098295 93.6745763598039 14.511355784619 "TSI" "EUR"
"NA20516" -35.8567016303857 93.2938291631865 13.8121571311759 "TSI" "EUR"
"NA20517" -35.2809256516915 94.6258582549965 15.7324095844776 "TSI" "EUR"
"NA20518" -36.4375545244963 95.98008734059 15.4751326685203 "TSI" "EUR"
"NA20519" -33.3183269269485 92.1820530098131 14.29362508042 "TSI" "EUR"
"NA20520" -35.5830556333993 94.5208227701536 12.9751349442023 "TSI" "EUR"
"NA20521" -34.4118203612817 95.1149711122774 13.0517622879034 "TSI" "EUR"
"NA20522" -36.8562088939806 93.4165402218626 13.7448509657409 "TSI" "EUR"
"NA20524" -35.3713550921833 97.4648051337357 15.1128376516901 "TSI" "EUR"
"NA20525" -34.6584729782 93.7028012175404 13.3755027871013 "TSI" "EUR"
"NA20527" -35.5831860876736 92.6283753227507 16.5078025367715 "TSI" "EUR"
"NA20528" -34.7471369466582 91.8285029085273 14.1445742764318 "TSI" "EUR"
"NA20529" -34.8956460873153 93.5397292574317 14.4970080378717 "TSI" "EUR"
"NA20530" -36.3781222012233 94.1477407342641 14.981105742933 "TSI" "EUR"
"NA20531" -35.156761773204 93.2045945538854 15.6367980131358 "TSI" "EUR"
"NA20532" -35.1276515115129 93.8062699348054 14.5547328520719 "TSI" "EUR"
"NA20533" -36.2968039291934 93.6127031354124 17.0868442545969 "TSI" "EUR"
"NA20534" -37.0338673001951 94.5684744122275 14.7851005862019 "TSI" "EUR"
"NA20535" -35.3266803428111 94.344180371706 14.7697360413239 "TSI" "EUR"
"NA20536" -36.793563896064 94.1679814164631 14.5067286943772 "TSI" "EUR"
"NA20538" -35.5999810812557 95.0881699002041 16.3383321914305 "TSI" "EUR"
"NA20539" -35.0115615599269 95.822162076008 13.0637547027039 "TSI" "EUR"
"NA20540" -34.9256858396854 94.3070445703909 15.3351551284441 "TSI" "EUR"
"NA20541" -34.9713542589985 95.0901794518763 16.2284953452809 "TSI" "EUR"
"NA20542" -36.7274612288687 94.6844011360171 16.0083271315371 "TSI" "EUR"
"NA20543" -34.8927274492935 94.7503196044577 15.2821377035036 "TSI" "EUR"
"NA20544" -34.9835055683566 94.0387624909393 12.9630367272929 "TSI" "EUR"
"NA20581" -35.2638034189742 95.4542721581774 15.660006542795 "TSI" "EUR"
"NA20582" -34.7821206133282 94.7199457634151 17.3237417562101 "TSI" "EUR"
"NA20585" -35.8435651511472 94.2653069568938 16.238914696605 "TSI" "EUR"
"NA20586" -35.6522684297734 96.646846069129 16.3024900658364 "TSI" "EUR"
"NA20587" -35.6752718694111 92.8903274137865 16.0367814615558 "TSI" "EUR"
"NA20588" -36.7636890830873 93.7751877968757 15.203395257136 "TSI" "EUR"
"NA20589" -33.5972968593268 95.1361647605394 14.2386077644689 "TSI" "EUR"
"NA20752" -36.7202918815015 94.4931373133117 14.6018849502726 "TSI" "EUR"
"NA20753" -36.65046611253 92.5508888858018 14.9876294789786 "TSI" "EUR"
"NA20754" -36.2200562402904 92.4076722392634 14.9929626138548 "TSI" "EUR"
"NA20755" -35.8365683725075 94.8298815157675 13.6616975632429 "TSI" "EUR"
"NA20756" -35.2495069280162 93.0521841235612 14.9225869938768 "TSI" "EUR"
"NA20757" -35.7550560799584 92.9709625039165 13.6292501775788 "TSI" "EUR"
"NA20758" -36.1471911746736 94.3073050567779 12.4070121201938 "TSI" "EUR"
"NA20759" -35.9159136168026 95.3343052522635 15.5739682488502 "TSI" "EUR"
"NA20760" -36.4271358967535 93.7787595316278 14.965480604123 "TSI" "EUR"
"NA20761" -36.0004325477502 95.4639090707619 13.9975134214179 "TSI" "EUR"
"NA20762" -34.7768279003235 95.9269269168271 14.9902827379927 "TSI" "EUR"
"NA20763" -37.0158976263238 93.6604163428946 14.2235947349426 "TSI" "EUR"
"NA20764" -35.3602979589113 94.2483223912974 17.0597425520662 "TSI" "EUR"
"NA20765" -34.25665988417 95.2966550288427 13.2715889808007 "TSI" "EUR"
"NA20766" -36.3347141652585 94.1129943381427 14.0586260902984 "TSI" "EUR"
"NA20767" -34.8436631068762 94.6495769533975 14.187340875036 "TSI" "EUR"
"NA20768" -35.2445667461568 93.33201314131 15.2277213329984 "TSI" "EUR"
"NA20769" -34.6949900104889 95.7666421242767 14.7113367259263 "TSI" "EUR"
"NA20770" -34.6811192310987 93.4870739113135 13.1415987304314 "TSI" "EUR"
"NA20771" -35.0606203195473 95.152070947037 13.6008963198549 "TSI" "EUR"
"NA20772" -36.330891742415 93.4958439882845 14.0441629259897 "TSI" "EUR"
"NA20773" -36.4353622863904 94.4786172782574 12.9379039330546 "TSI" "EUR"
"NA20774" -36.139709513039 94.1689983017176 13.8046925307611 "TSI" "EUR"
"NA20775" -36.3347964997972 94.2015405563246 13.8956432806241 "TSI" "EUR"
"NA20778" -34.6609530764553 94.7831367335243 15.6030030245582 "TSI" "EUR"
"NA20783" -34.9232962124303 94.6177954294034 14.704549209301 "TSI" "EUR"
"NA20785" -36.8742033479413 94.9287478949243 16.6476177708823 "TSI" "EUR"
"NA20786" -35.3106157549226 93.8173516077958 13.3869109893784 "TSI" "EUR"
"NA20787" -34.5394341079223 93.5095484065384 12.5355803861584 "TSI" "EUR"
"NA20790" -35.2933452256918 95.2004654909953 14.9535117550062 "TSI" "EUR"
"NA20792" -36.8351928372309 93.3129076281623 17.0936047329012 "TSI" "EUR"
"NA20795" -33.580654818479 94.7916992346354 14.7143009529345 "TSI" "EUR"
"NA20796" -35.1840726504539 95.3979320908353 16.0501964534887 "TSI" "EUR"
"NA20797" -36.4028789064742 92.9779131474561 12.8577558642464 "TSI" "EUR"
"NA20798" -35.997067402211 94.5329537638235 15.8796365713335 "TSI" "EUR"
"NA20799" -35.9045355875877 93.8929098181461 16.5573212293802 "TSI" "EUR"
"NA20800" -35.7990931555831 95.853069259403 13.9568970968056 "TSI" "EUR"
"NA20801" -35.8781567833763 95.6061259728716 15.6946959272335 "TSI" "EUR"
"NA20802" -35.7598407446495 94.4010362492275 13.4603987805044 "TSI" "EUR"
"NA20803" -35.1492618174319 95.5230371510836 15.1336383449691 "TSI" "EUR"
"NA20804" -33.5897382797766 93.2177479489965 14.696093995077 "TSI" "EUR"
"NA20805" -34.2070579387773 95.2534290520219 17.6656200649645 "TSI" "EUR"
"NA20806" -35.1000490696813 94.5113585239922 15.7820375645234 "TSI" "EUR"
"NA20807" -36.3658920932042 93.7756911993774 13.9193379677527 "TSI" "EUR"
"NA20808" -35.2191173272366 92.2330038993204 13.9066430986139 "TSI" "EUR"
"NA20809" -35.3728352219031 95.2133314461085 13.4553425912382 "TSI" "EUR"
"NA20810" -35.3705254848977 94.612638712164 15.3625875086442 "TSI" "EUR"
"NA20811" -34.7904286221899 95.7511019790227 16.7202245586722 "TSI" "EUR"
"NA20812" -36.2797181009662 93.439947439718 17.4463330597119 "TSI" "EUR"
"NA20813" -35.9666400721466 93.1971010007935 13.4892358774201 "TSI" "EUR"
"NA20814" -34.66157237375 94.3697343093095 14.1717071410709 "TSI" "EUR"
"NA20815" -33.7342305991871 95.0076784377176 15.9356918674837 "TSI" "EUR"
"NA20818" -35.9811019213475 93.6420770246059 15.0256193106099 "TSI" "EUR"
"NA20819" -37.8929513296839 92.0568567676421 14.8227547214191 "TSI" "EUR"
"NA20821" -34.2212920700899 93.2737743071276 16.486650449029 "TSI" "EUR"
"NA20822" -34.8411614840559 93.1020220435376 16.5789847233537 "TSI" "EUR"
"NA20826" -35.5171247469586 95.2417068777706 14.8810406112146 "TSI" "EUR"
"NA20827" -34.9266079349767 93.938201029379 13.8492564087477 "TSI" "EUR"
"NA20828" -35.6829861625428 94.7363072024242 14.8504305285868 "TSI" "EUR"
"NA20832" -35.5658753521224 94.1499159963918 14.3920532015728 "TSI" "EUR"
"NA20845" -47.9636355656169 36.6538968133926 -59.9796334231429 "GIH" "SAS"
"NA20846" -49.8520286792971 40.7165708541602 -57.8443271031517 "GIH" "SAS"
"NA20847" -51.9126417340394 32.1934474970092 -74.0923153301268 "GIH" "SAS"
"NA20849" -49.8975999398152 33.0944729775477 -71.1625739950496 "GIH" "SAS"
"NA20850" -46.9438697241956 42.8858864039325 -46.2195746837512 "GIH" "SAS"
"NA20851" -49.8401536295675 30.8363199421513 -71.866840825122 "GIH" "SAS"
"NA20852" -48.2399938623957 39.4766176596526 -59.9999315059538 "GIH" "SAS"
"NA20853" -50.366240404049 31.6930663930205 -69.4849502766596 "GIH" "SAS"
"NA20854" -48.886564201498 38.4223147728929 -59.2378427450336 "GIH" "SAS"
"NA20856" -49.3862346824017 35.3226996393879 -71.7237168756996 "GIH" "SAS"
"NA20858" -46.1673101929239 51.2629968497842 -43.1502517025556 "GIH" "SAS"
"NA20859" -50.0874137319667 31.7157340825625 -74.7423927036144 "GIH" "SAS"
"NA20861" -51.5922487846288 29.7297335432027 -71.651260532732 "GIH" "SAS"
"NA20862" -47.3380328050858 48.7007010809472 -45.8771707829137 "GIH" "SAS"
"NA20863" -49.5856264263194 31.0001104436814 -73.5847765896197 "GIH" "SAS"
"NA20864" -48.7742459176425 41.5483673174949 -55.6407108512079 "GIH" "SAS"
"NA20866" -49.8403931969265 38.4039689949668 -61.9812315402168 "GIH" "SAS"
"NA20867" -50.7635739028082 31.7621609266648 -72.913380170448 "GIH" "SAS"
"NA20868" -52.4717071502275 29.5551207074916 -75.0171503639395 "GIH" "SAS"
"NA20869" -50.5558925864384 32.0906834639647 -71.6994298354673 "GIH" "SAS"
"NA20870" -46.0282521817112 52.6731210699114 -42.9700250408488 "GIH" "SAS"
"NA20872" -48.3445847555472 49.019587693785 -48.8497670743151 "GIH" "SAS"
"NA20874" -47.192569870729 34.5149624071207 -60.5898256199143 "GIH" "SAS"
"NA20875" -50.2417049680542 33.1579055234846 -74.095584725398 "GIH" "SAS"
"NA20876" -50.3077122297667 32.9681090195394 -71.1341308598388 "GIH" "SAS"
"NA20877" -50.239295538125 33.3343947503291 -73.0170589114035 "GIH" "SAS"
"NA20878" -49.5551030091598 30.8596779907933 -72.3774751217821 "GIH" "SAS"
"NA20881" -45.9703658578389 45.603852917655 -53.209641278759 "GIH" "SAS"
"NA20882" -47.6466235790217 41.7526336538462 -53.373245294167 "GIH" "SAS"
"NA20884" -49.4020340463294 29.19166467297 -74.7615770404756 "GIH" "SAS"
"NA20885" -47.9574546030735 39.9436662530328 -54.8697587531686 "GIH" "SAS"
"NA20886" -48.259942633213 44.0844877676937 -51.3177531140664 "GIH" "SAS"
"NA20887" -48.984692762169 35.8931695040815 -66.1580722519609 "GIH" "SAS"
"NA20888" -50.6590540419425 29.9591208218475 -72.4586519445726 "GIH" "SAS"
"NA20889" -48.6983602693122 35.0815970903859 -71.5179399079628 "GIH" "SAS"
"NA20890" -47.291004959001 41.4558851870136 -52.4444284755173 "GIH" "SAS"
"NA20891" -49.1535080664528 41.9600659317716 -56.0196626830756 "GIH" "SAS"
"NA20892" -50.0015192594904 30.2389431548869 -71.3443632916293 "GIH" "SAS"
"NA20894" -47.9150798464918 40.9408345816375 -58.9506582591874 "GIH" "SAS"
"NA20895" -51.4378841621404 39.1634284423102 -59.7807614681526 "GIH" "SAS"
"NA20896" -51.5133556536142 29.1707602252623 -74.2544574206889 "GIH" "SAS"
"NA20897" -50.956947037678 24.0878367082152 -71.2946445461503 "GIH" "SAS"
"NA20899" -49.2362283744659 30.7486692917507 -71.1635355752621 "GIH" "SAS"
"NA20900" -48.9752055652683 42.1015218336207 -54.9033979412431 "GIH" "SAS"
"NA20901" -49.2728544734646 36.129752316688 -63.0027134056643 "GIH" "SAS"
"NA20902" -52.8628839204332 30.8186190298799 -74.8834004873166 "GIH" "SAS"
"NA20903" -47.6991033229773 37.7129452768377 -64.6682580409439 "GIH" "SAS"
"NA20904" -47.7330707573062 48.2185475240125 -44.86534481974 "GIH" "SAS"
"NA20905" -49.8696231389589 34.5072267750945 -66.005970057921 "GIH" "SAS"
"NA20906" -49.354545196465 24.3409954570067 -69.7015169746903 "GIH" "SAS"
"NA20908" -51.6289527039338 27.6459625133856 -71.4053772595863 "GIH" "SAS"
"NA20910" -46.416245689868 46.1827120347363 -47.6304270001217 "GIH" "SAS"
"NA20911" -50.104650526339 30.132424524525 -69.539844340422 "GIH" "SAS"
"NA21086" -51.5660172318458 30.7052194595854 -71.8987058473826 "GIH" "SAS"
"NA21087" -52.6111789865217 30.0104419227447 -71.6333495432101 "GIH" "SAS"
"NA21088" -50.1527555297612 33.5338646228776 -69.7217133592979 "GIH" "SAS"
"NA21089" -50.3900900830749 33.2338050977983 -71.5632765563942 "GIH" "SAS"
"NA21090" -48.2668066783467 30.4101492775962 -75.0270048851201 "GIH" "SAS"
"NA21091" -49.9201326729322 31.8390763610869 -71.8103080340355 "GIH" "SAS"
"NA21092" -50.2846690688803 34.3748428991453 -62.7856189436704 "GIH" "SAS"
"NA21093" -51.1919644540415 30.4176063667463 -75.2868195438952 "GIH" "SAS"
"NA21094" -50.4042698936829 30.1669894997312 -74.0565564238266 "GIH" "SAS"
"NA21095" -50.9773686829019 31.1971468144846 -69.8135818687575 "GIH" "SAS"
"NA21097" -49.5622350281627 34.1800053181062 -65.17850509442 "GIH" "SAS"
"NA21098" -52.6294742761444 30.7332734849396 -72.2641701862539 "GIH" "SAS"
"NA21099" -50.2099294410328 34.7875534567914 -69.6091743715103 "GIH" "SAS"
"NA21100" -50.0076248728268 32.2502876167738 -72.7986551091792 "GIH" "SAS"
"NA21101" -49.8149766424914 31.6530456453375 -67.7105079121376 "GIH" "SAS"
"NA21102" -49.7772391289199 33.124388979958 -76.3574755978719 "GIH" "SAS"
"NA21103" -50.0852581476877 31.8081758286149 -73.0301316056024 "GIH" "SAS"
"NA21104" -49.1206567490268 31.6974269490776 -71.283437293313 "GIH" "SAS"
"NA21105" -51.2405826896964 34.4709275994786 -68.0415723326752 "GIH" "SAS"
"NA21106" -51.4371170940344 31.7723148837112 -72.6455601367069 "GIH" "SAS"
"NA21107" -49.2868335774037 33.8719265885188 -71.4505512790834 "GIH" "SAS"
"NA21108" -46.3376310282251 47.4045131459736 -52.2347107311003 "GIH" "SAS"
"NA21109" -49.1641455795137 32.4200814206327 -73.9243460227542 "GIH" "SAS"
"NA21110" -49.5459637775199 33.3406964215413 -71.8981722253151 "GIH" "SAS"
"NA21111" -50.6514788528304 31.6372042339924 -69.384141734546 "GIH" "SAS"
"NA21112" -49.3904844038113 31.7419446624538 -69.9372373302469 "GIH" "SAS"
"NA21113" -50.3747708908557 31.2305187470283 -73.7553469194157 "GIH" "SAS"
"NA21114" -51.2473336682556 32.6325543060194 -68.0988550832841 "GIH" "SAS"
"NA21115" -50.7461783385008 31.6573553851001 -70.145899141546 "GIH" "SAS"
"NA21116" -50.0163080396032 31.8265013266401 -63.0721610872478 "GIH" "SAS"
"NA21117" -49.9476872423072 32.3881273384315 -70.4622695332644 "GIH" "SAS"
"NA21118" -51.1555209333625 33.6250741448971 -73.9076028914319 "GIH" "SAS"
"NA21119" -49.3449719039879 32.5486977204431 -72.8194641447094 "GIH" "SAS"
"NA21120" -49.689683530494 35.440461722747 -62.1660097809168 "GIH" "SAS"
"NA21122" -48.5993255190686 31.5494113852091 -73.0762415692415 "GIH" "SAS"
"NA21123" -49.415675352845 32.6275680645183 -71.4400520995994 "GIH" "SAS"
"NA21124" -50.6514515379152 33.4312552599354 -72.227181039908 "GIH" "SAS"
"NA21125" -51.1238797556148 31.1728897926722 -71.6566295174355 "GIH" "SAS"
"NA21126" -49.7097768204694 31.9438865670774 -72.7751420757801 "GIH" "SAS"
"NA21127" -51.2080215738042 31.1941066470686 -73.189217840398 "GIH" "SAS"
"NA21128" -49.9963650176826 32.9875440515849 -72.396826514694 "GIH" "SAS"
"NA21129" -52.0820377717241 28.958510566313 -73.7668248294044 "GIH" "SAS"
"NA21130" -50.9107898052945 34.3746486757058 -70.1672830098293 "GIH" "SAS"
"NA21133" -50.6914304746757 31.5158468839898 -70.6276353194813 "GIH" "SAS"
"NA21135" -49.8918763100377 32.2103441255728 -73.4840079430777 "GIH" "SAS"
"NA21137" -51.7451737905607 32.0710290342413 -71.0904736549783 "GIH" "SAS"
"NA21141" -51.1916788764205 32.4703204778956 -72.8746048311674 "GIH" "SAS"
"NA21142" -50.0723674912471 32.1322725617202 -72.5355574297316 "GIH" "SAS"
